INDIV_ID,ALT,COST,DISTANCE,WAITTIME,TRAVELTIME,SHAREFRONT,SHAREBACK,PRIVATE,URGENCY,PEERCHOICE_GO,PEERCHOICE_STAY,PAUSING,REOPENING,REOPENED,THREAT,GENDER,AGE,INCOME,EMPLOYMENT,RACE,HISPANIC,AREA,HH_SIZE,VEHICLES,REP,DEM,CHILDREN,ELDERLY,DISABILITY,NONENGLISH,PETS
245,1,0,0.5,30,60,0,0,1,1,1,2,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
245,1,40,0,30,20,0,0,1,2,3,0,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
245,1,20,0.25,0,40,0,1,0,2,0,0,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
245,1,0,0.25,60,20,0,0,1,3,0,2,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
245,2,20,0,60,40,0,1,0,1,2,0,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
245,2,40,0,30,20,0,1,0,1,0,1,0,0,0,3,2,6,4,3,2,0,2,2,2,0,1,0,1,0,0,0
249,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
249,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
249,2,20,0,60,40,0,1,0,1,2,0,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
249,2,20,0,60,40,0,0,1,1,0,2,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
249,2,20,0,30,40,0,0,1,2,1,1,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
249,2,20,0.25,0,40,0,1,0,2,0,0,0,1,0,2,1,1,1,4,2,0,2,3,0,0,1,1,1,0,0,0
254,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,40,0,30,20,0,1,0,1,0,1,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
263,1,0,0.5,30,60,0,0,1,1,1,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,20,0.25,0,40,0,1,0,2,0,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,40,0.5,0,40,0,0,1,3,1,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,0,0.25,60,20,0,0,1,3,0,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,2,20,0,60,40,0,1,0,1,2,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,2,20,0,60,40,0,0,1,1,0,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
